id,about,title,estado,estado_estacion,address 1,tipo_via_1,address 2,tipo_via_2,tipo_equipamiento,bicis_disponibles,anclajes_disponibles,longitud,latitud,last_updated,description,descripcion,icon
https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/120,http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=120,C/ Asín y Palacios - C/ Pedro IV El Ceremonioso,OPN,http://vocab.linkeddata.es/datosabiertos/kos/transporte/bicicleta-publica/tipo-estado-estacion/operativa, Asín y Palacios ,Calle, Pedro IV El Ceremonioso,Calle,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/equipamiento/tipo-equipamiento/estacion-de-bicicletas,4,17,-0.9068034577118427,41.6348067858854,2022-03-08T23:48:15Z,<ul><li>Estado: Operativa</li><li>Bicis disponibles: 4</li><li>Anclajes disponibles: 17</li></ul><p>Actualizado: 23:48</p>,Datos de la estación bizi C/ Asín y Palacios - C/ Pedro IV El Ceremonioso,www.zaragoza.es/contenidos/iconos/bizi/conbicis.png
https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/119,http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=119,Avda. Juan Carlos I - C/ Ramón Sainz de Varanda,OPN,http://vocab.linkeddata.es/datosabiertos/kos/transporte/bicicleta-publica/tipo-estado-estacion/operativa, Juan Carlos I ,Avenida, Ramón Sainz de Varanda,Calle,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/equipamiento/tipo-equipamiento/estacion-de-bicicletas,10,11,-0.9078914134678145,41.63864082381775,2022-03-08T23:48:15Z,<ul><li>Estado: Operativa</li><li>Bicis disponibles: 10</li><li>Anclajes disponibles: 11</li></ul><p>Actualizado: 23:48</p>,Datos de la estación bizi Avda. Juan Carlos I - C/ Ramón Sainz de Varanda,www.zaragoza.es/contenidos/iconos/bizi/conbicis.png
https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/118,http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=118,Avda. Juan Pablo II - Avda. Gómez Laguna,OPN,http://vocab.linkeddata.es/datosabiertos/kos/transporte/bicicleta-publica/tipo-estado-estacion/operativa, Juan Pablo II ,Avenida, Gómez Laguna,Avenida,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/equipamiento/tipo-equipamiento/estacion-de-bicicletas,7,14,-0.9105173998141021,41.641453867954056,2022-03-08T23:48:15Z,<ul><li>Estado: Operativa</li><li>Bicis disponibles: 7</li><li>Anclajes disponibles: 14</li></ul><p>Actualizado: 23:48</p>,Datos de la estación bizi Avda. Juan Pablo II - Avda. Gómez Laguna,www.zaragoza.es/contenidos/iconos/bizi/conbicis.png
https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/117,http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=117,Avda. Duquesa Villahermosa - Avda. Juan Carlos I,OPN,http://vocab.linkeddata.es/datosabiertos/kos/transporte/bicicleta-publica/tipo-estado-estacion/operativa, Duquesa Villahermosa ,Avenida, Juan Carlos I,Avenida,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/equipamiento/tipo-equipamiento/estacion-de-bicicletas,20,1,-0.9115873588821487,41.64504190403341,2022-03-08T23:48:15Z,<ul><li>Estado: Operativa</li><li>Bicis disponibles: 20</li><li>Anclajes disponibles: 1</li></ul><p>Actualizado: 23:48</p>,Datos de la estación bizi Avda. Duquesa Villahermosa - Avda. Juan Carlos I,www.zaragoza.es/contenidos/iconos/bizi/conbicis.png
https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/116,http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=116,C/ Ciudadela - C/ Andrés Vicente,OPN,http://vocab.linkeddata.es/datosabiertos/kos/transporte/bicicleta-publica/tipo-estado-estacion/operativa, Ciudadela ,Calle, Andrés Vicente,Calle,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/equipamiento/tipo-equipamiento/estacion-de-bicicletas,1,20,-0.9134233316860096,41.64822394400865,2022-03-08T23:48:15Z,<ul><li>Estado: Operativa</li><li>Bicis disponibles: 1</li><li>Anclajes disponibles: 20</li></ul><p>Actualizado: 23:48</p>,Datos de la estación bizi C/ Ciudadela - C/ Andrés Vicente,www.zaragoza.es/contenidos/iconos/bizi/conbicis.png
https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/115,http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=115,Vía Hispanidad - C/ Océano Atlántico,OPN,http://vocab.linkeddata.es/datosabiertos/kos/transporte/bicicleta-publica/tipo-estado-estacion/operativa, Hispanidad ,Vía, Océano Atlántico,Calle,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/equipamiento/tipo-equipamiento/estacion-de-bicicletas,13,7,-0.9174523950449878,41.64671296885167,2022-03-08T23:48:15Z,<ul><li>Estado: Operativa</li><li>Bicis disponibles: 13</li><li>Anclajes disponibles: 7</li></ul><p>Actualizado: 23:48</p>,Datos de la estación bizi Vía Hispanidad - C/ Océano Atlántico,www.zaragoza.es/contenidos/iconos/bizi/conbicis.png
https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/114,http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=114,Vía Hispanidad - Avda. Duquesa Villahermosa,OPN,http://vocab.linkeddata.es/datosabiertos/kos/transporte/bicicleta-publica/tipo-estado-estacion/operativa, Hispanidad ,Vía, Duquesa Villahermosa,Avenida,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/equipamiento/tipo-equipamiento/estacion-de-bicicletas,13,8,-0.9157044181182107,41.64387893216811,2022-03-08T23:48:15Z,<ul><li>Estado: Operativa</li><li>Bicis disponibles: 13</li><li>Anclajes disponibles: 8</li></ul><p>Actualizado: 23:48</p>,Datos de la estación bizi Vía Hispanidad - Avda. Duquesa Villahermosa,www.zaragoza.es/contenidos/iconos/bizi/conbicis.png
https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/113,http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=113,Vía Hispanidad - Avda. Gómez Laguna,OPN,http://vocab.linkeddata.es/datosabiertos/kos/transporte/bicicleta-publica/tipo-estado-estacion/operativa, Hispanidad ,Vía, Gómez Laguna,Avenida,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/equipamiento/tipo-equipamiento/estacion-de-bicicletas,9,12,-0.9142454492699339,41.64069089549357,2022-03-08T23:48:15Z,<ul><li>Estado: Operativa</li><li>Bicis disponibles: 9</li><li>Anclajes disponibles: 12</li></ul><p>Actualizado: 23:48</p>,Datos de la estación bizi Vía Hispanidad - Avda. Gómez Laguna,www.zaragoza.es/contenidos/iconos/bizi/conbicis.png
https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/112,http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=112,Vía Hispanidad - Avda. Sainz de Varanda,OPN,http://vocab.linkeddata.es/datosabiertos/kos/transporte/bicicleta-publica/tipo-estado-estacion/operativa, Hispanidad ,Vía, Sainz de Varanda,Avenida,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/equipamiento/tipo-equipamiento/estacion-de-bicicletas,5,16,-0.9124704921335659,41.63646684839031,2022-03-08T23:48:15Z,<ul><li>Estado: Operativa</li><li>Bicis disponibles: 5</li><li>Anclajes disponibles: 16</li></ul><p>Actualizado: 23:48</p>,Datos de la estación bizi Vía Hispanidad - Avda. Sainz de Varanda,www.zaragoza.es/contenidos/iconos/bizi/conbicis.png
https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/111,http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=111,C/ Condes de Aragón - Vía Hispanidad,OPN,http://vocab.linkeddata.es/datosabiertos/kos/transporte/bicicleta-publica/tipo-estado-estacion/operativa, Condes de Aragón ,Calle, Hispanidad,Vía,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/equipamiento/tipo-equipamiento/estacion-de-bicicletas,15,6,-0.9091694882330432,41.63438380371571,2022-03-08T23:48:15Z,<ul><li>Estado: Operativa</li><li>Bicis disponibles: 15</li><li>Anclajes disponibles: 6</li></ul><p>Actualizado: 23:48</p>,Datos de la estación bizi C/ Condes de Aragón - Vía Hispanidad,www.zaragoza.es/contenidos/iconos/bizi/conbicis.png
