zbs_cod,km2,zbs_nom,omi_2020-04-04,tasa_2020-04-04,omi_2020-04-05,tasa_2020-04-05,omi_2020-04-06,tasa_2020-04-06,omi_2020-04-07,tasa_2020-04-07,omi_2020-04-08,tasa_2020-04-08,omi_2020-04-09,tasa_2020-04-09,omi_2020-04-10,tasa_2020-04-10,omi_2020-04-13,tasa_2020-04-13,omi_2020-04-14,tasa_2020-04-14,omi_2020-04-15,tasa_2020-04-15,omi_2020-04-16,tasa_2020-04-16,omi_2020-04-17,tasa_2020-04-17,omi_2020-04-20,tasa_2020-04-20,omi_2020-04-21,tasa_2020-04-21,omi_2020-04-22,tasa_2020-04-22,omi_2020-04-23,tasa_2020-04-23,omi_2020-04-25,tasa_2020-04-25,omi_2020-04-27,tasa_2020-04-27,omi_2020-04-28,tasa_2020-04-28,omi_2020-04-29,tasa_2020-04-29,omi_2020-04-30,tasa_2020-04-30,omi_2020-05-01,tasa_2020-05-01,omi_2020-05-04,tasa_2020-05-04,omi_2020-05-10,tasa_2020-05-10,omi_2020-05-18,tasa_2020-05-18,omi_2020-05-24,tasa_2020-05-24,omi_2020-05-31,tasa_2020-05-31,omi_2020-06-08,tasa_2020-06-08,omi_2020-06-15,tasa_2020-06-15,omi_2020-06-22,tasa_2020-06-22,omi_2020-06-29,tasa_2020-06-29,omi_2020-07-06,tasa_2020-07-06,omi_2020-07-13,tasa_2020-07-13,omi_2020-07-20,tasa_2020-07-20,omi_2020-07-27,tasa_2020-07-27,omi_2020-08-03,tasa_2020-08-03,omi_2020-08-10,tasa_2020-08-10,omi_2020-08-17,tasa_2020-08-17,omi_2020-08-24,tasa_2020-08-24,omi_2020-08-31,tasa_2020-08-31,omi_2020-09-07,tasa_2020-09-07,omi_2020-09-14,tasa_2020-09-14,omi_2020-09-21,tasa_2020-09-21,omi_2020-09-28,tasa_2020-09-28,omi_2020-10-05,tasa_2020-10-05,omi_2020-10-12,tasa_2020-10-12,omi_2020-10-19,tasa_2020-10-19,omi_2020-10-26,tasa_2020-10-26,omi_2020-11-02,tasa_2020-11-02,omi_2020-11-09,tasa_2020-11-09,omi_2020-11-16,tasa_2020-11-16,omi_2020-11-23,tasa_2020-11-23,omi_2020-11-30,tasa_2020-11-30,omi_2020-12-07,tasa_2020-12-07,omi_2020-12-14,tasa_2020-12-14,omi_2020-12-21,tasa_2020-12-21,omi_2020-12-28,tasa_2020-12-28,omi_2021-01-04,tasa_2021-01-04,pob_2020-02-29,omi_2021-01-11,tasa_2021-01-11,omi_2021-01-18,tasa_2021-01-18,omi_2021-01-25,tasa-2021-01-25,omi_2021-02-01,tasa_2021-02-01,omi_2021-02-08,tasa_2021-02-08,omi_2021-02-15,tasa_2021-02-15,omi_2021-02-22,tasa_2021-02-22,omi_2021-03-01,tasa_2021-03-01,omi_2021-03-08,tasa_2021-03-08,omi_2021-03-15,tasa_2021-03-15,omi_2021-03-22,tasa_2021-03-22,omi_2021-03-29,tasa_2021-03-29,omi_2021-04-05,tasa_2021-04-05,omi_2021-04-12,tasa_2021-04-12,omi_2021-04-19,tasa_2021-04-19,omi_2021-04-26,tasa_2021-04-26,omi_2021-05-03,tasa_2021-05-03,omi_2021-05-17,tasa_2021-05-17,omi_2021-05-24,tasa_2021-05-24,pob_2020-12-31
3611.0,346.79686,MARIA DE HUERVA,153.0,675.37742,152.0,670.96318,160.0,706.27704,165.0,728.3482,174.0,768.07628,177.0,781.31897,179.0,790.14743,188.0,829.87552,193.0,851.94668,198.0,874.01783,204.0,900.50322,206.0,909.33168,209.0,922.57438,217.0,957.88823,225.0,993.20208,232.0,1024.1017,270.0,1191.8425,272.0,1200.67096,269.0,1187.42827,267.0,1178.59981,261.0,1152.11442,324.0,1430211.0,324.0,1430211.0,333.0,1469.94,324.0,1430211.0,349.0,1540.57,351.0,1549.4,354.0,1562.64,357.0,1575.88,357.0,1575.88,361.0,1593.54,360.0,1589.12,363.0,1602.37,381.0,1681.82,426.0,1880.46,495.0,2185.04,540.0,2383.69,625.0,2758.89468,658.0,2904.56,695.0,3067.89088,785.0,3465.17171,828.0,3654.98,992.0,4378.92,977.0,4312.7,1014.0,4476.03,1055.0,4657.01,1101.0,4860.07,1205.0,5319.15,1383.0,6104.88,1555.0,6864.13,1612.0,7115.74,1649.0,7279.07,1674.0,7389.42,1680.0,7415.91,1689.0,7455.64,1716.0,7574.82,1733.0,7649.86,1773.0,7826.43,22654.0,1809.0,7808.52,1867.0,8058.88,1981.0,8550.96,2083.0,8991.24,2140.0,9237.28,2200.0,9496.27,2227.0,9612.81,2244.0,9686.19,2256.0,9737.99,2267.0,9785.47,2293.0,9897.7,2323.0,10027.19,2355.0,10165.32,2429.0,10484.74,2460.0,10618.55,2497.0,10778.26,2562.0,11058.83,2636.0,11378.25,2668.0,11516.38,23167.0
3612.0,0.62171,DELICIAS SUR,135.0,515.30651,135.0,515.30651,151.0,576.37988,158.0,603.09947,165.0,629.81907,169.0,645.08741,173.0,660.35575,184.0,702.34369,187.0,713.79495,188.0,717.61203,197.0,751.9658,201.0,767.23414,201.0,767.23414,205.0,782.50248,208.0,793.95374,211.0,805.40499,235.0,897.01504,235.0,897.01504,236.0,900.83213,242.0,923.73464,245.0,935.18589,257.0,980.99091,257.0,980.99091,272.0,1038.25,291.0,1110772.0,321.0,1225.28,327.0,1248.19,341.0,1301.63,351.0,1339.8,361.0,1377.97,368.0,1404.69,372.0,1419.96,385.0,1469.58,479.0,1828.38,646.0,2465.84,898.0,3427.74,1084.0,4137.72,1219.0,4653.02695,1299.0,4958.39,1358.0,5183.6018,1448.0,5527.13948,1485.0,5668.37,1574.0,6008.09,1596.0,6092.07,1642.0,6267.65,1723.0,6576.84,1763.0,6729.52,1891.0,7218.11,2051.0,7828.84,2174.0,8298.34,2291.0,8744.94,2353.0,8981.6,2404.0,9176.27,2430.0,9275.52,2447.0,9340.41,2456.0,9374.76,2466.0,9412.93,2501.0,9546.53,26198.0,2545.0,9668.72,2622.0,9961.25,2715.0,10314.57,2755.0,10466.53,2826.0,10736.27,2885.0,10960.41,2914.0,11070.59,2946.0,11192.16,2964.0,11260.54,2987.0,11347.92,3000.0,11397.31,3012.0,11442.9,3033.0,11522.68,3071.0,11667.05,3119.0,11849.4,3167.0,12031.76,3230.0,12271.1,3336.0,12673.81,3375.0,12821.97,26322.0
3613.0,0.60947,DELICIAS NORTE,80.0,319.50158,80.0,319.50158,86.0,343.4642,88.0,351.45173,92.0,367.42681,94.0,375.41435,95.0,379.40812,97.0,387.39566,98.0,391.38943,107.0,427.33336,132.0,527.1776,130.0,519.19006,130.0,519.19006,142.0,567.1153,144.0,575.10284,148.0,591.07792,170.0,678.94085,171.0,682.93462,180.0,718.87855,185.0,738.8474,188.0,750.82871,199.0,794.76017,198.0,790.7664,216.0,862.65,233.0,930548.0,248.0,990.45,258.0,1030.39,266.0,1062.34,273.0,1090.3,276.0,1102.28,284.0,1134.23,286.0,1142.22,305.0,1218.1,415.0,1657.41,552.0,2204.56,688.0,2747.71,809.0,3230.96,991.0,3957.82579,1081.0,4317.27,1161.0,4636.76664,1268.0,5064.1,1314.0,5247.81,1395.0,5571.31,1445.0,5771.0,1507.0,6018.61,1573.0,6282.2,1619.0,6465.91,1709.0,6825.35,1836.0,7332.56,1940.0,7747.91,2024.0,8083.39,2090.0,8346.98,2133.0,8518.71,2158.0,8618.56,2181.0,8710.41,2201.0,8790.29,2224.0,8882.14,2263.0,9037.9,25039.0,2330.0,9329.33,2400.0,9609.61,2479.0,9925.93,2543.0,10182.18,2634.0,10546.55,2679.0,10726.73,2712.0,10858.86,2728.0,10922.92,2742.0,10978.98,2774.0,11107.11,2805.0,11231.23,2822.0,11299.3,2837.0,11359.36,2895.0,11591.59,2928.0,11723.72,2975.0,11911.91,3017.0,12080.08,3079.0,12328.33,3103.0,12424.42,24975.0
3614.0,1.21889,BOMBARDA,182.0,1174.19355,180.0,1161.29032,191.0,1232.25806,201.0,1296.77419,205.0,1322.58065,212.0,1367.74194,215.0,1387.09677,222.0,1432.25806,224.0,1445.16129,228.0,1470.96774,232.0,1496.77419,239.0,1541.93548,238.0,1535.48387,246.0,1587.09677,249.0,1606.45161,250.0,1612.90323,265.0,1709.67742,265.0,1709.67742,266.0,1716.12903,271.0,1748.3871,270.0,1741.93548,275.0,1774.19355,275.0,1774.19355,292.0,1883.87,301.0,1941935.0,312.0,2012.9,318.0,2051.61,333.0,2148.39,340.0,2193.55,349.0,2251.61,355.0,2290.32,368.0,2374.19,380.0,2451.61,445.0,2870.97,511.0,3296.77,577.0,3722.58,623.0,4019.35,690.0,4451.6129,740.0,4774.19,770.0,4967.74194,820.0,5290.32258,865.0,5580.65,957.0,6174.19,1057.0,6819.35,1129.0,7283.87,1192.0,7690.32,1225.0,7903.23,1333.0,8600.0,1413.0,9116.13,1484.0,9574.19,1539.0,9929.03,1580.0,10193.55,1609.0,10380.65,1615.0,10419.35,1632.0,10529.03,1652.0,10658.06,1661.0,10716.13,1683.0,10858.06,15500.0,1724.0,11193.35,1763.0,11446.57,1836.0,11920.53,1896.0,12310.09,1940.0,12595.77,1967.0,12771.07,1979.0,12848.98,2001.0,12991.82,2025.0,13147.64,2035.0,13212.57,2044.0,13271.0,2065.0,13407.35,2077.0,13485.26,2114.0,13725.49,2151.0,13965.72,2174.0,14115.05,2190.0,14218.93,2233.0,14498.12,2257.0,14653.94,15402.0
3615.0,1.32925,UNIVERSITAS,98.0,322.78252,98.0,322.78252,110.0,362.30691,118.0,388.6565,131.0,431.47459,138.0,454.53048,140.0,461.11788,145.0,477.58638,147.0,484.17378,147.0,484.17378,164.0,540.16666,172.0,566.51625,173.0,569.80995,175.0,576.39735,179.0,589.57215,182.0,599.45325,212.0,698.26422,212.0,698.26422,217.0,714.73272,222.0,731.20121,227.0,747.66971,239.0,787.1941,240.0,790.4878,256.0,843.19,271.0,892592.0,291.0,958.47,305.0,1004.58,313.0,1030.93,319.0,1050.69,322.0,1060.57,332.0,1093.51,332.0,1093.51,340.0,1119.86,443.0,1459.11,555.0,1828.0,720.0,2371.46,810.0,2667.9,962.0,3168.53859,1034.0,3405.68,1102.0,3629.65647,1182.0,3893.1524,1232.0,4057.84,1321.0,4350.98,1350.0,4446.49,1394.0,4591.42,1455.0,4792.33,1541.0,5075.59,1683.0,5543.3,1847.0,6083.46,1936.0,6376.6,2021.0,6656.57,2074.0,6831.13,2141.0,7051.81,2164.0,7127.56,2192.0,7219.79,2212.0,7285.66,2227.0,7335.07,2265.0,7460.23,30361.0,2333.0,7695.1,2455.0,8097.5,2587.0,8532.88,2686.0,8859.42,2780.0,9169.47,2851.0,9403.65,2900.0,9565.27,2931.0,9667.52,2944.0,9710.4,2968.0,9789.56,2990.0,9862.13,3023.0,9970.97,3042.0,10033.64,3098.0,10218.35,3133.0,10333.8,3175.0,10472.33,3207.0,10577.87,3277.0,10808.76,3294.0,10864.83,30318.0
3616.0,1.65058,OLIVER,19.0,118.78712,19.0,118.78712,20.0,125.03907,22.0,137.54298,22.0,137.54298,24.0,150.04689,23.0,143.79494,25.0,156.29884,23.0,143.79494,23.0,143.79494,27.0,168.80275,27.0,168.80275,28.0,175.05471,29.0,181.30666,34.0,212.56643,34.0,212.56643,45.0,281.33792,47.0,293.84183,47.0,293.84183,54.0,337.6055,59.0,368.86527,65.0,406.37699,65.0,406.37699,78.0,487.65,85.0,531416.0,99.0,618.94,100.0,625.2,106.0,662.71,110.0,687.71,116.0,725.23,117.0,731.48,121.0,756.49,125.0,781.49,147.0,919.04,179.0,1119.1,266.0,1663.02,313.0,1956.86,407.0,2544.54517,449.0,2807.13,474.0,2963.42607,524.0,3276.02376,546.0,3413.57,599.0,3744.92,607.0,3794.94,642.0,4013.75,669.0,4182.56,710.0,4438.89,782.0,4889.03,875.0,5470.46,957.0,5983.12,1035.0,6470.77,1070.0,6689.59,1098.0,6864.65,1108.0,6927.16,1127.0,7045.95,1151.0,7196.0,1179.0,7371.05,1207.0,7546.11,15995.0,1249.0,7762.59,1294.0,8042.26,1377.0,8558.11,1423.0,8844.0,1494.0,9285.27,1550.0,9633.31,1577.0,9801.12,1594.0,9906.77,1613.0,10024.86,1629.0,10124.3,1637.0,10174.02,1645.0,10223.74,1659.0,10310.75,1704.0,10590.43,1720.0,10689.87,1733.0,10770.67,1758.0,10926.04,1806.0,11224.36,1818.0,11298.94,16090.0
3617.0,1.68589,VALDEFIERRO,96.0,805.77472,96.0,805.77472,103.0,864.52913,105.0,881.3161,107.0,898.10307,111.0,931.67702,113.0,948.46399,110.0,923.28353,113.0,948.46399,110.0,923.28353,112.0,940.07051,123.0,1032.39886,123.0,1032.39886,123.0,1032.39886,128.0,1074.36629,127.0,1065.97281,133.0,1116.33372,133.0,1116.33372,134.0,1124.72721,136.0,1141.51418,139.0,1166.69465,143.0,1200.26859,143.0,1200.26859,150.0,1259.02,159.0,1334564.0,161.0,1351.35,162.0,1359.74,166.0,1393.32,168.0,1410.11,169.0,1418.5,173.0,1452.07,172.0,1443.68,175.0,1468.86,186.0,1561.19,204.0,1712.27,257.0,2157.13,288.0,2417.32,352.0,2954.5073,386.0,3239.89,399.0,3349.00117,417.0,3500.08394,438.0,3676.35,473.0,3970.12,483.0,4054.05,525.0,4406.58,550.0,4616.42,593.0,4977.34,661.0,5548.09,733.0,6152.43,800.0,6714.79,844.0,7084.1,873.0,7327.51,894.0,7503.78,902.0,7570.92,912.0,7654.86,928.0,7789.16,941.0,7898.27,947.0,7948.63,11914.0,973.0,8170.29,1020.0,8564.95,1079.0,9060.37,1107.0,9295.49,1126.0,9455.03,1159.0,9732.14,1183.0,9933.66,1193.0,10017.63,1198.0,10059.62,1204.0,10110.0,1216.0,10210.76,1231.0,10336.72,1256.0,10546.65,1271.0,10672.6,1291.0,10840.54,1316.0,11050.47,1337.0,11226.8,1360.0,11419.93,1386.0,11638.26,11909.0
3618.0,161.11019,MIRALBUENO-GARRAPINILLOS,111.0,637.45478,111.0,637.45478,114.0,654.68328,115.0,660.42612,124.0,712.11164,130.0,746.56866,131.0,752.31149,140.0,803.99701,131.0,752.31149,130.0,746.56866,134.0,769.54,135.0,775.28283,140.0,803.99701,143.0,821.22552,144.0,826.96836,146.0,838.45403,159.0,913.11089,158.0,907.36806,159.0,913.11089,160.0,918.85373,155.0,890.13955,183.0,1050.93895,179.0,1027.96761,191.0,1096.88,183.0,1050939.0,193.0,1108.37,196.0,1125.6,200.0,1148.57,201.0,1154.31,207.0,1188.77,223.0,1280.65,228.0,1309.37,248.0,1424.22,275.0,1579.28,306.0,1757.31,415.0,2383.28,520.0,2986.27,594.0,3411.24447,650.0,3732.84,674.0,3870.67134,721.0,4140.58462,737.0,4232.47,818.0,4697.64,837.0,4806.75,908.0,5214.49,948.0,5444.21,988.0,5673.92,1072.0,6156.32,1171.0,6724.86,1256.0,7213.0,1326.0,7615.0,1381.0,7930.86,1458.0,8373.05,1493.0,8574.05,1526.0,8763.57,1555.0,8930.11,1568.0,9004.77,1597.0,9171.31,17413.0,1629.0,9136.29,1694.0,9500.84,1754.0,9837.35,1803.0,10112.17,1846.0,10353.34,1899.0,10650.59,1925.0,10796.41,1967.0,11031.97,1995.0,11189.01,2021.0,11334.83,2041.0,11447.0,2056.0,11531.13,2072.0,11620.86,2111.0,11839.6,2162.0,12125.63,2214.0,12417.27,2247.0,12602.36,2286.0,12821.09,2292.0,12854.74,17830.0
5404.0,614.50422,VILLAMAYOR,11.0,251.31368,11.0,251.31368,11.0,251.31368,11.0,251.31368,11.0,251.31368,11.0,251.31368,11.0,251.31368,11.0,251.31368,11.0,251.31368,11.0,251.31368,12.0,274.16038,13.0,297.00708,13.0,297.00708,13.0,297.00708,14.0,319.85378,14.0,319.85378,14.0,319.85378,15.0,342.70048,15.0,342.70048,15.0,342.70048,15.0,342.70048,15.0,342.70048,15.0,342.70048,17.0,388.39,19.0,434087.0,19.0,434.09,20.0,456.93,21.0,479.78,22.0,502.63,22.0,502.63,22.0,502.63,22.0,502.63,22.0,502.63,26.0,594.01,28.0,639.71,30.0,685.4,36.0,822.48,49.0,1119.48823,52.0,1188.03,56.0,1279.41512,68.0,1553.57551,69.0,1576.42,75.0,1713.5,82.0,1873.43,85.0,1941.97,105.0,2398.9,131.0,2992.92,150.0,3427.0,162.0,3701.17,175.0,3998.17,186.0,4249.49,190.0,4340.87,191.0,4363.72,192.0,4386.57,206.0,4706.42,213.0,4866.35,217.0,4957.73,223.0,5094.81,4377.0,230.0,5208.33,268.0,6068.84,303.0,6861.41,321.0,7269.02,334.0,7563.41,344.0,7789.86,347.0,7857.79,356.0,8061.59,360.0,8152.17,361.0,8174.82,364.0,8242.75,369.0,8355.98,371.0,8401.27,375.0,8491.85,376.0,8514.49,380.0,8605.07,383.0,8673.01,388.0,8786.23,397.0,8990.04,4416.0
5406.0,1.13239,ACTUR SUR,66.0,439.94134,66.0,439.94134,67.0,446.60712,69.0,459.93867,70.0,466.60445,73.0,486.60179,74.0,493.26756,77.0,513.2649,78.0,519.93068,78.0,519.93068,88.0,586.58845,98.0,653.24623,99.0,659.91201,101.0,673.24357,109.0,726.56979,114.0,759.89868,126.0,839.88801,127.0,846.55379,128.0,853.21957,129.0,859.88535,130.0,866.55113,132.0,879.88268,132.0,879.88268,141.0,939.87,143.0,953206.0,149.0,993.2,154.0,1026.53,160.0,1066.52,170.0,1133.18,172.0,1146.51,171.0,1139.85,172.0,1146.51,176.0,1173.18,187.0,1246.5,222.0,1479.8,263.0,1753.1,292.0,1946.41,315.0,2099.72004,340.0,2266.36,359.0,2393.01426,396.0,2639.64805,406.0,2706.31,437.0,2912.94,445.0,2966.27,483.0,3219.57,526.0,3506.2,560.0,3732.84,653.0,4352.75,768.0,5119.32,823.0,5485.94,875.0,5832.56,896.0,5972.54,912.0,6079.19,920.0,6132.52,930.0,6199.17,936.0,6239.17,959.0,6392.48,984.0,6559.13,15002.0,1022.0,6879.84,1074.0,7229.89,1122.0,7553.01,1152.0,7754.96,1187.0,7990.58,1209.0,8138.67,1232.0,8293.5,1243.0,8367.55,1254.0,8441.6,1263.0,8502.19,1270.0,8549.31,1287.0,8663.75,1293.0,8704.14,1314.0,8845.51,1329.0,8946.48,1348.0,9074.39,1364.0,9182.09,1409.0,9485.02,1423.0,9579.27,14855.0
5407.0,0.99796,ARRABAL,102.0,502.19093,102.0,502.19093,112.0,551.42534,112.0,551.42534,124.0,610.50662,125.0,615.43006,122.0,600.65974,127.0,625.27694,125.0,615.43006,127.0,625.27694,133.0,654.81759,135.0,664.66447,135.0,664.66447,141.0,694.20511,142.0,699.12855,147.0,723.74575,169.0,832.06145,170.0,836.98488,174.0,856.67865,175.0,861.60209,177.0,871.44897,195.0,960.0709,196.0,964.99434,271.0,1334.25,288.0,1417951.0,306.0,1506.57,310.0,1526.27,312.0,1536.11,315.0,1550.88,315.0,1550.88,318.0,1565.65,321.0,1580.42,325.0,1600.12,341.0,1678.89,407.0,2003.84,438.0,2156.47,472.0,2323.86,515.0,2535.57186,549.0,2702.97,575.0,2830.97829,657.0,3234.70041,662.0,3259.32,773.0,3805.82,822.0,4047.07,863.0,4248.93,914.0,4500.02,954.0,4696.96,1045.0,5145.0,1122.0,5524.1,1169.0,5755.5,1229.0,6050.91,1275.0,6277.39,1306.0,6430.01,1330.0,6548.18,1339.0,6592.49,1363.0,6710.65,1387.0,6828.81,1419.0,6986.36,20311.0,1474.0,7301.73,1536.0,7608.86,1610.0,7975.43,1650.0,8173.58,1683.0,8337.05,1700.0,8421.26,1719.0,8515.38,1734.0,8589.69,1761.0,8723.44,1776.0,8797.74,1795.0,8891.86,1811.0,8971.12,1824.0,9035.52,1856.0,9194.04,1887.0,9347.6,1915.0,9486.3,1933.0,9575.47,1963.0,9724.08,2003.0,9922.23,20187.0
5408.0,5.55097,AVDA CATALUÑA,304.0,912.11857,306.0,918.11936,320.0,960.12482,336.0,1008.13106,338.0,1014.13184,342.0,1026.1334,350.0,1050.13652,365.0,1095.14237,367.0,1101.14315,369.0,1107.14393,386.0,1158.15056,393.0,1179.15329,394.0,1182.15368,403.0,1209.15719,416.0,1248.16226,419.0,1257.16343,463.0,1389.18059,463.0,1389.18059,469.0,1407.18293,478.0,1434.18644,484.0,1452.18879,497.0,1491.19385,497.0,1491.19385,517.0,1551.2,537.0,1611209.0,560.0,1680.22,569.0,1707.22,581.0,1743.23,587.0,1761.23,595.0,1785.23,603.0,1809.24,601.0,1803.23,613.0,1839.24,643.0,1929.25,726.0,2178.28,837.0,2511.33,885.0,2655.35,976.0,2928.38069,1016.0,3048.4,1069.0,3207.41696,1165.0,3495.45441,1192.0,3576.46,1297.0,3891.51,1301.0,3903.51,1334.0,4002.52,1416.0,4248.55,1503.0,4509.59,1668.0,5004.65,1849.0,5547.72,1947.0,5841.76,2057.0,6171.8,2156.0,6468.84,2210.0,6630.86,2229.0,6687.87,2253.0,6759.88,2309.0,6927.9,2342.0,7026.91,2419.0,7257.94,33329.0,2497.0,7468.89,2614.0,7818.86,2739.0,8192.75,2821.0,8438.02,2897.0,8665.35,2941.0,8796.96,2976.0,8901.65,3022.0,9039.24,3058.0,9146.93,3085.0,9227.69,3113.0,9311.44,3139.0,9389.21,3175.0,9496.89,3224.0,9643.46,3267.0,9772.07,3322.0,9936.59,3371.0,10083.15,3472.0,10385.26,3507.0,10489.95,33432.0
5409.0,113.16832,SANTA ISABEL,42.0,189.4452,42.0,189.4452,46.0,207.4876,52.0,234.5512,54.0,243.5724,56.0,252.59359,75.0,338.29499,74.0,333.78439,74.0,333.78439,76.0,342.80559,74.0,333.78439,79.0,356.33739,78.0,351.82679,78.0,351.82679,81.0,365.35859,81.0,365.35859,112.0,505.18719,112.0,505.18719,113.0,509.69779,115.0,518.71899,117.0,527.74019,134.0,604.42039,140.0,631.48399,148.0,667.57,162.0,730717.0,183.0,825.44,188.0,847.99,192.0,866.04,197.0,888.59,202.0,911.14,204.0,920.16,205.0,924.67,205.0,924.67,216.0,974.29,240.0,1082.54,313.0,1411.82,348.0,1569.69,382.0,1723.04917,408.0,1840.32,441.0,1989.17456,485.0,2187.64096,512.0,2309.43,560.0,2525.94,571.0,2575.55,609.0,2746.96,647.0,2918.36,694.0,3130.36,788.0,3554.35,867.0,3910.69,947.0,4271.54,987.0,4451.96,1028.0,4636.9,1075.0,4848.89,1114.0,5024.81,1166.0,5259.36,1201.0,5417.23,1225.0,5525.48,1250.0,5638.25,22170.0,1301.0,5901.83,1382.0,6269.28,1461.0,6627.65,1511.0,6854.47,1576.0,7149.34,1611.0,7308.11,1635.0,7416.98,1662.0,7539.47,1685.0,7643.8,1694.0,7684.63,1701.0,7716.39,1713.0,7770.82,1728.0,7838.87,1754.0,7956.81,1784.0,8092.91,1802.0,8174.56,1828.0,8292.51,1864.0,8455.82,1882.0,8537.47,22044.0
5410.0,1.73306,ZALFONADA,108.0,460.0247,108.0,460.0247,112.0,477.06266,111.0,472.80317,114.0,485.58163,123.0,523.91702,130.0,553.73344,130.0,553.73344,139.0,592.06883,159.0,677.25859,160.0,681.51808,166.0,707.07501,167.0,711.3345,175.0,745.4104,183.0,779.48631,187.0,796.52426,243.0,1035.05559,244.0,1039.31507,230.0,979.68224,239.0,1018.01763,249.0,1060.61251,263.0,1120.24535,257.0,1094.68842,269.0,1145.8,300.0,1277846.0,326.0,1388.59,340.0,1448.23,351.0,1495.08,355.0,1512.12,360.0,1533.42,369.0,1571.75,379.0,1614.35,390.0,1661.2,411.0,1750.65,461.0,1963.62,512.0,2180.86,552.0,2351.24,602.0,2564.21178,641.0,2730.33,688.0,2930.52775,763.0,3249.98935,794.0,3382.03,865.0,3684.46,884.0,3765.39,926.0,3944.29,985.0,4195.6,1036.0,4412.83,1129.0,4808.96,1293.0,5507.52,1402.0,5971.8,1458.0,6210.33,1501.0,6393.49,1541.0,6563.87,1564.0,6661.84,1580.0,6729.99,1608.0,6849.26,1628.0,6934.45,1670.0,7113.34,23477.0,1724.0,7372.88,1797.0,7685.07,1889.0,8078.52,1959.0,8377.88,2021.0,8643.03,2060.0,8809.82,2084.0,8912.46,2107.0,9010.82,2127.0,9096.35,2139.0,9147.67,2152.0,9203.27,2168.0,9271.69,2180.0,9323.01,2214.0,9468.42,2246.0,9605.27,2294.0,9810.55,2335.0,9985.89,2419.0,10345.12,2453.0,10490.53,23383.0
5412.0,0.88708,ACTUR NORTE,113.0,600.93597,113.0,600.93597,124.0,659.43416,129.0,686.02425,135.0,717.93236,137.0,728.56839,139.0,739.20443,141.0,749.84046,143.0,760.47649,152.0,808.33865,160.0,850.88279,162.0,861.51883,162.0,861.51883,165.0,877.47288,167.0,888.10891,170.0,904.06296,183.0,973.19719,184.0,978.51521,187.0,994.46926,191.0,1015.74133,192.0,1021.05935,195.0,1037.0134,195.0,1037.0134,208.0,1106.15,222.0,1180.6,229.0,1217.83,235.0,1249.73,246.0,1308.23,251.0,1334.82,254.0,1350.78,257.0,1366.73,261.0,1388.0,268.0,1425.23,279.0,1483.73,310.0,1648.59,347.0,1845.35,363.0,1930.44,412.0,2191.02319,436.0,2318.66,450.0,2393.10785,495.0,2632.41863,517.0,2749.42,574.0,3052.54,598.0,3180.17,637.0,3387.58,706.0,3754.52,771.0,4100.19,876.0,4658.58,979.0,5206.34,1062.0,5647.73,1132.0,6020.0,1160.0,6168.9,1193.0,6344.39,1215.0,6461.39,1238.0,6583.71,1256.0,6679.43,1275.0,6780.47,1291.0,6865.56,18804.0,1322.0,7040.15,1366.0,7274.47,1457.0,7759.08,1508.0,8030.67,1556.0,8286.29,1575.0,8387.47,1589.0,8462.03,1606.0,8552.56,1623.0,8643.09,1638.0,8722.97,1644.0,8754.93,1660.0,8840.13,1674.0,8914.69,1700.0,9053.15,1716.0,9138.35,1732.0,9223.56,1752.0,9330.07,1794.0,9553.73,1810.0,9638.94,18778.0
5413.0,2.8942,ACTUR OESTE,117.0,751.5899,117.0,751.5899,120.0,770.86144,123.0,790.13297,123.0,790.13297,126.0,809.40451,124.0,796.55682,131.0,841.52374,129.0,828.67605,133.0,854.37143,141.0,905.76219,143.0,918.60988,143.0,918.60988,145.0,931.45757,150.0,963.5768,154.0,989.27218,173.0,1111.32524,174.0,1117.74908,181.0,1162716.0,279.0,1792.25284,250.0,1605.96133,276.0,1772.98131,276.0,1772.98131,290.0,1862.92,319.0,2049207.0,346.0,2222.65,360.0,2312.58,373.0,2396.09,379.0,2434.64,382.0,2453.91,398.0,2556.69,398.0,2556.69,401.0,2575.96,415.0,2665.9,469.0,3012.78,510.0,3276.16,547.0,3513.84,591.0,3796.49258,609.0,3912.12,629.0,4040.5987,665.0,4271.85713,698.0,4483.84,744.0,4779.34,754.0,4843.58,783.0,5029.87,819.0,5261.13,859.0,5518.08,946.0,6076.96,1029.0,6610.14,1100.0,7066.23,1131.0,7265.37,1161.0,7458.08,1181.0,7586.56,1201.0,7715.04,1222.0,7849.94,1231.0,7907.75,1249.0,8023.38,1281.0,8228.95,15567.0,1327.0,8581.78,1369.0,8853.39,1419.0,9176.74,1458.0,9428.96,1515.0,9797.58,1543.0,9978.66,1565.0,10120.93,1578.0,10205.01,1589.0,10276.14,1594.0,10308.48,1601.0,10353.75,1604.0,10373.15,1617.0,10457.22,1631.0,10547.76,1645.0,10638.3,1662.0,10748.24,1679.0,10858.18,1712.0,11071.59,1744.0,11278.54,15463.0
